id_str,created_at,text,user.screen_name,user.lang,coordinates.coordinates
"927579446982397953","Mon Nov 06 16:52:28 +0000 2017","RT @BrinceWoods: Mexican restaurants should start a loyal customers reward system... half of my income goes to Mexican, I deserve free unli…","lex_362","en",
"927579451705167874","Mon Nov 06 16:52:29 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","AdrianMata15","en",
"927579453705850880","Mon Nov 06 16:52:30 +0000 2017","RT @TommySobieski: how about sex &amp; grilled cheese https://t.co/NkJXWt9bA4","PaulinaYescas","es",
"927579455538810880","Mon Nov 06 16:52:30 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","_fr3akinCre3p_","en",
"927579460722884608","Mon Nov 06 16:52:31 +0000 2017","Is there such thing as an electronic cheese grater? #notrealproblems","AimeeBam","en",
"927579465097666565","Mon Nov 06 16:52:32 +0000 2017","RT @carllbarker: “You know a relationship would be nice, but cheese and sticks are good too” @jadahernandezz 😂","jadahernandezz","en",
"927579467823898624","Mon Nov 06 16:52:33 +0000 2017","You were on another debate. Oh blue cheese &gt; ranch on salads and wings lol https://t.co/revIqScXaE","504clark","en",
"927579469312856069","Mon Nov 06 16:52:33 +0000 2017","Potato Bacon Cheese Ball https://t.co/7UXfWgORL4","krztael","id",
"927579469983944705","Mon Nov 06 16:52:33 +0000 2017","Oh my gosh https://t.co/zmemROfbQh","CalLapose","en",
"927579474450776064","Mon Nov 06 16:52:34 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","dinoracoronel6","en",
"927579475893805056","Mon Nov 06 16:52:35 +0000 2017","RT @ItsFoodPorn: Bacon Egg &amp; Cheese Fried Rice https://t.co/bVkfeeSn0q","Vecants","en",
"927579476422201346","Mon Nov 06 16:52:35 +0000 2017","Bacon Egg &amp; Cheese Fried Rice https://t.co/YraotxrdVu","krztael","id",
"927579485490130944","Mon Nov 06 16:52:37 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","P3DR01325","en",
"927579486064988165","Mon Nov 06 16:52:37 +0000 2017","So I heated up my mac n cheese and I think I messed up my mom's toper","vs_787","en",
"927579488300552197","Mon Nov 06 16:52:38 +0000 2017","You like blue cheese huh https://t.co/K57AZcJWjA","KamaraBoz","en",
"927579499444752385","Mon Nov 06 16:52:40 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","deeblueeeee_","en",
"927579500086480900","Mon Nov 06 16:52:41 +0000 2017","😂😂😂 https://t.co/hWWjOjiACH","celae8812","en",
"927579504654077953","Mon Nov 06 16:52:42 +0000 2017","RT @ItsFoodPorn: Mac and Cheese Appreciation Post. https://t.co/ItQKISqmyr","cthetree","en",
"927579504532475904","Mon Nov 06 16:52:42 +0000 2017","Mac &amp; cheese sounds so good right now","mooingcowz","en",
"927579505522118656","Mon Nov 06 16:52:42 +0000 2017","😳 https://t.co/iK8xYP7aXU","DiabloSteaks","en",
"927579509402095616","Mon Nov 06 16:52:43 +0000 2017","RT @_soulfulsiren: Baked Mac and cheese is the best thing in the world .","asapbookworm","en",
"927579511989862400","Mon Nov 06 16:52:43 +0000 2017","Bitch ... https://t.co/23356J986i","DatboiDemi","en",
"927579514066096128","Mon Nov 06 16:52:44 +0000 2017","RT @__tdx: cajun shrimp and spinach mac n cheese 🤤 #notalfredo https://t.co/SMknSn2GsT","_fr3akinCre3p_","en",
"927579514623860736","Mon Nov 06 16:52:44 +0000 2017","RT @FairFairJS_WG: ขนาดกลับยังถือกลับอ่ะคิดดู😂 ไม่ใช่เอากลับแค่ขวดเดียวแน่ๆๆ😏 ทักท้ายฟค. Hi เสียงน่ารักมากกก😭 cr.852-cheese奶酪… ","Paraewpraw_pw","th",
"927579515244728320","Mon Nov 06 16:52:44 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","PSYCHOLILSLUT","en",
"927579518520451074","Mon Nov 06 16:52:45 +0000 2017","@hot_niggle they give you a cup of cream cheese if you ask for it and you can put on as much as you want","_frankielc","en",
"927579518985842688","Mon Nov 06 16:52:45 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","rodrig_christi","en",
"927579519912902661","Mon Nov 06 16:52:45 +0000 2017","@AdvanceGuyNotes FIRST best beer Keg site visual gets out done by having free cheese curds and  beer for pool/staff… https://t.co/2EPYUmtbkv","IanMellul","en",
"927579520751800320","Mon Nov 06 16:52:45 +0000 2017","Taste Croatia's oysters, #Wine, cheese and more https://t.co/GMYOcJjPQa","Travel_Newz","en",
"927579524803436544","Mon Nov 06 16:52:46 +0000 2017","RT @ItsFoodPorn: Bacon Egg &amp; Cheese Fried Rice https://t.co/bVkfeeSn0q","_annarivero","en",
"927579524904226816","Mon Nov 06 16:52:46 +0000 2017","RT @iamwilliewill: Yea.... i know exactly what type of mf running this page https://t.co/rSUPL5QeHr","estroduh","en",
"927579529333346304","Mon Nov 06 16:52:48 +0000 2017","2/\n3/4 cup sugar (Take the tang out)\n5 jars GOYA Sorinto tomato base\n1tsp pepper\n2cups shredded cheese\n2lbs ground… https://t.co/PHeyw3rss1","Maple352","en",
"927579534068559873","Mon Nov 06 16:52:49 +0000 2017","RT @ItsFoodPorn: Bacon Egg &amp; Cheese Fried Rice https://t.co/bVkfeeSn0q","jeenus0511","en",
"927579536207818753","Mon Nov 06 16:52:49 +0000 2017","Love Sargento® Natural Cheese Snacks because its a healthy source of protein #ad #SargentoCrowd https://t.co/kFqzSzsSuC","BridgetO37","en",
"927579545057636352","Mon Nov 06 16:52:51 +0000 2017","RT @icedessertdiary: Milk Cheese Cake ชีสเน้นนุ่มๆ เนียนๆ กินแบบเย็นๆ อร่อยมากกกกก ของ Tokyo Milk Cheese Factory ร้านอยู่พารากอน ชั้น G… ","Ging_Ging13","th",
"927579553865728000","Mon Nov 06 16:52:53 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","verelovesfood","en",
"927579557422600193","Mon Nov 06 16:52:54 +0000 2017","RT @__tdx: cajun shrimp and spinach mac n cheese 🤤 #notalfredo https://t.co/SMknSn2GsT","jojopuff1","en",
"927579561599963136","Mon Nov 06 16:52:55 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","lolewick","en",
"927579563810525186","Mon Nov 06 16:52:56 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","_StarLeeGarcia","en",
"927579564783689730","Mon Nov 06 16:52:56 +0000 2017","Cheese is such a wonderful thing.","nsansa","en",
"927579565626675200","Mon Nov 06 16:52:56 +0000 2017","@RosKrasny @RosKrasny The perfect way to spend National Sandwich Day. Of all the grilled cheese's you've had, how'd this one stack up?","PantryMarketNY","en",
"927579567602176000","Mon Nov 06 16:52:57 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","watevuhh","en",
"927579569686765568","Mon Nov 06 16:52:57 +0000 2017","Wish I had another plate of what my mom cooked yesterday.. pork shoulder, fried chicken, rice, Mac n cheese, and some greens 🤤","KP_RNS","en",
"927579572534677504","Mon Nov 06 16:52:58 +0000 2017","Need suggestions for dinner. Youngest wants my homemade Mac n Cheese but can’t decide the rest.","PamCook56833753","en",
"927579575399301121","Mon Nov 06 16:52:59 +0000 2017","Cheese itz or cheese nips???","CSpaceLatte","en",
"927579575533449217","Mon Nov 06 16:52:59 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","KassieRosee","en",
"927579579727990787","Mon Nov 06 16:53:00 +0000 2017","RT @carmellaa__: This shit looks fye!!😭😩🙌🏽🔥 https://t.co/oBvpai8RnZ","jojopuff1","en",
"927579583775412226","Mon Nov 06 16:53:01 +0000 2017","😭 https://t.co/g4OMONKKzH","____velvet","en",
"927579590884757504","Mon Nov 06 16:53:02 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","kaitlynniggles","en",
"927579595427246080","Mon Nov 06 16:53:03 +0000 2017","😂honestly https://t.co/A2Iut8yyhF","jadahernandezz","en",
"927579598690357249","Mon Nov 06 16:53:04 +0000 2017","RT @therealeatwood: Day 1: injected self with mouse DNA\n\nDay 2: ate 12 blocks of cheese\n\nDay 3: 15 blocks\n\nDay 4: experiment is failure; no…","miambo","en",
"927579598711336961","Mon Nov 06 16:53:04 +0000 2017","RT @TheCreativeBite: Baked Bleu Cheese is an easy and amazingly flavorful appetizer! https://t.co/Ll7siYnbxk https://t.co/cW1esvSsWf","shugarysweets","en",
"927579599445180416","Mon Nov 06 16:53:04 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","Kimberly_lomeli","en",
"927579600250695680","Mon Nov 06 16:53:04 +0000 2017","RT @benschdb: @TheKidAubree @BlvckGrip @BoonDocksClips You getting cheese? You think them chips are for you?","SierraThisBeat","en",
"927579603056676864","Mon Nov 06 16:53:05 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","xoovo00","en",
"927579604172312581","Mon Nov 06 16:53:05 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","vannny15","en",
"927579612443328512","Mon Nov 06 16:53:07 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","adelhaidg99","en",
"927579621981224960","Mon Nov 06 16:53:10 +0000 2017","Eeeeeewwwww weinerschnitzel has chili cheese tamales #barf","albaiswatching","en",
"927579625672364032","Mon Nov 06 16:53:11 +0000 2017","do u ever just feel like u love cheese so much that u need to dedicate ur whole life to it ???????","meelz_hustwick","en",
"927579626096005120","Mon Nov 06 16:53:11 +0000 2017","How do you forget to put sausage on a sausage egg and cheese, only Dunkin","PDT23","en",
"927579634883014657","Mon Nov 06 16:53:13 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","Aiden_davis_","en",
"927579641707036672","Mon Nov 06 16:53:14 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","OG_steeeve","en",
"927579643493761024","Mon Nov 06 16:53:15 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","__CarlosVargas","en",
"927579645607862279","Mon Nov 06 16:53:15 +0000 2017","RT @thecheesefm: #NowPlaying ' #BritneySpears - Oops!...I Did It Again ' on The Cheese. Visit https://t.co/yB0jLPdetU","Crystal09198175","en",
"927579645830225921","Mon Nov 06 16:53:15 +0000 2017","RT @ItsFoodPorn: Potato Bacon Cheese Ball https://t.co/LqV4NicF7I","fnds_michel","fr",
"927579659071455232","Mon Nov 06 16:53:18 +0000 2017","RT @ItsFoodPorn: Bacon Egg &amp; Cheese Fried Rice https://t.co/bVkfeeSn0q","galeericathea","en",
"927579659839078400","Mon Nov 06 16:53:19 +0000 2017","RT @iamwilliewill: Yea.... i know exactly what type of mf running this page https://t.co/rSUPL5QeHr","arash_n7","en",
"927579665795108864","Mon Nov 06 16:53:20 +0000 2017","ok listen...... cheese nips are better than actual cheez its","jebbushisgod","en",
"927579667938316291","Mon Nov 06 16:53:21 +0000 2017","RT @TheeFoodPorn: Cheese and Bacon Hash Brown Muffins https://t.co/aelDBp07Uz","iesha_monique5","en",
"927579669469302784","Mon Nov 06 16:53:21 +0000 2017","RT @BarryBagels: UT STUDENTS - Tomorrow November 6th ONLY - FREE Eggel OR Bagel and cream cheese, no purchase necessary!!! That's ri… ","SamanthaG58","en",
"927579670916227074","Mon Nov 06 16:53:21 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","michelleayleenn","en",
"927579680013799429","Mon Nov 06 16:53:23 +0000 2017","No...blue cheese is for ppl with mental illness https://t.co/stkZ7DHVjB","DrJackMaGrawPhD","en",
"927579686812622848","Mon Nov 06 16:53:25 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","okayrakel","en",
"927579687949348866","Mon Nov 06 16:53:25 +0000 2017","RT @CerromeRussell: I'll flip the whole Thanksgiving table over https://t.co/Z7W61ZtCVv","yourgirllpaige","en",
"927579689970835456","Mon Nov 06 16:53:26 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","__caattherineee","en",
"927579690704961541","Mon Nov 06 16:53:26 +0000 2017","RT @tayloroconnor99: @tom_alteio Update* \n11:10am and an everything bagel w/ cream cheese was consumed #EyeWitness","tom_alteio","en",
"927579691871100928","Mon Nov 06 16:53:26 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","meowritza_san","en",
"927579692307271680","Mon Nov 06 16:53:26 +0000 2017","@BurgerKingZA I just want chilli cheese again can we do that rather https://t.co/SaxrPvkov9","price_aliyah","en",
"927579699496259585","Mon Nov 06 16:53:28 +0000 2017","RT @__tdx: cajun shrimp and spinach mac n cheese 🤤 #notalfredo https://t.co/SMknSn2GsT","LetsGo_Ugo","en",
"927579703908630528","Mon Nov 06 16:53:29 +0000 2017","RT @_mar2216: I put sriracha in my mac n cheese and i don’t think i’m ever going back to regular","_Brostradamus","en",
"927624970548731904","Mon Nov 06 19:53:22 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","VictoriaIAm__","en",
"927624976454340608","Mon Nov 06 19:53:23 +0000 2017","RT @ItsFoodPorn: Bacon Egg &amp; Cheese Fried Rice https://t.co/bVkfeeSn0q","titapedroso","pt",
"927624977175732224","Mon Nov 06 19:53:23 +0000 2017","RT @youre_whack: Lie tf again , that shit use to snatch tf out of my tickets ... that’s that new Chuck E Cheese . Cause the old one… ","__Montanna","en",
"927624986700939265","Mon Nov 06 19:53:25 +0000 2017","It looks gross https://t.co/N3GRVZkcK5","magarika","en",
"927624992480747520","Mon Nov 06 19:53:27 +0000 2017","RT @Vlokk3n: eating those cheese things that come in the red thingies u know what i mean @rabocseo","rabocseo","en",
"927624994296926208","Mon Nov 06 19:53:27 +0000 2017","RT @julissa3000: Me want Mac n Cheese","avia_hurley","en",
"927624996687613952","Mon Nov 06 19:53:28 +0000 2017","“ion like cornbread, macaroni cheese , collard greens or any soul food “ \n-a nigga in the sunken place","royalebtfw","en",
"927624997308334082","Mon Nov 06 19:53:28 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","ZodMagus","en",
"927624997807386624","Mon Nov 06 19:53:28 +0000 2017","RT @Bripping_Talls: I had cheese for breakfast today. Just cheese.","Trouble_Walkin","en",
"927625000319938563","Mon Nov 06 19:53:29 +0000 2017","RT TIME ""Pink prosecco-flavored cheese is now a thing https://t.co/tvc59logAJ""","donghuadijun02","zh-cn",
"927625004170334209","Mon Nov 06 19:53:30 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","hellokimkscobey","en",
"927625004203888645","Mon Nov 06 19:53:30 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","Kecmullins","en",
"927625004220669952","Mon Nov 06 19:53:30 +0000 2017","RT @__tdx: cajun shrimp and spinach mac n cheese 🤤 #notalfredo https://t.co/SMknSn2GsT","baedine_","en",
"927625004732309505","Mon Nov 06 19:53:30 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","Kell_SoDope","en",
"927625006418399232","Mon Nov 06 19:53:30 +0000 2017","From the Studio Album State Of Mind 2. CHEESE. #50centralbet… https://t.co/lUb5kSph5z","ThisisBoomjay","en",
"927625007060127744","Mon Nov 06 19:53:30 +0000 2017","RT @vosswater00: Next to mashed potatoes and Mac n cheese😭😍 https://t.co/VHV0kVhlNw","AdamariJanalene","en",
"927625010876837888","Mon Nov 06 19:53:31 +0000 2017","story of my life https://t.co/xr8soU9DvJ","_yourbasicness","en",
"927625011904495616","Mon Nov 06 19:53:31 +0000 2017","RT @NASA: For #NationalNachosDay we flashback to @Astro2fish’s epic @Space_Station creation…Towers of Awesome Fiesta Tastines… ","TexasSpaceGrant","en",
"927625013917872130","Mon Nov 06 19:53:32 +0000 2017","RT @Blake_21_65__: Over a good mesquite fire with some chupacabra seasoning and you could add some Mac and cheese or something on the… ","devon_parsons4","en",
"927625014471548929","Mon Nov 06 19:53:32 +0000 2017","@francescaweddle @katyaarose Our new winter menu is being introduced on Thursday! There’s mash on there but no mac… https://t.co/MDKJzu6SbP","TheCoalShed1","en",
"927625016778223616","Mon Nov 06 19:53:33 +0000 2017","RT @HotLinkLove: Cheese + Sausage + Bacon = Delicious Carbonara! Don't miss out on this one: https://t.co/mE3iIkvWsa https://t.co/1hLLzoJuDm","foodmike1961","en",
"927625018632278016","Mon Nov 06 19:53:33 +0000 2017","RT @ThisIsYusuf: Si hii ni chapo? https://t.co/oQICq3U1VX","Shane_Adholla","en",
"927625019529801731","Mon Nov 06 19:53:33 +0000 2017","Chili cheese chilitos https://t.co/QAB9SG6GjK","mofish_4","en",
"927625029096894464","Mon Nov 06 19:53:36 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","TDK_Retweets","en",
"927625029386301440","Mon Nov 06 19:53:36 +0000 2017","@StrayLiger i have a dalish warden named Chisa but she gets called Cheese and also my Cousland is a big old slut an… https://t.co/9cFXyEmMRW","jenjonahjameson","en",
"927625029424111617","Mon Nov 06 19:53:36 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","trapplorrd_","en",
"927625033119285248","Mon Nov 06 19:53:36 +0000 2017","RT @_BBOPEEP: ร้าน James Cheese ที่ CTW เริ่ดมากกก ซี่โครงหมูพันชีสดีโคดๆๆๆ อร่อยน้ำตาไหล ฮือออ ฟินจริงๆ จงไปโดนกันเถิดดดดด… ","sudtxeunseo","en-gb",
"927625035614904320","Mon Nov 06 19:53:37 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","liar_chief","en",
"927625044221624322","Mon Nov 06 19:53:39 +0000 2017","RT @FAPercival: .@BronwenPercival and I sat down and talked Reinventing the Wheel with the @guardian \n\nhttps://t.co/C0mDyaNMgb","jimseven","en",
